<DOC>	<DOC>+BDTAG
bütün	TUR10-0585370
bu	TUR10-0120760
söylediklerinin	TUR10-0706590
altında	TUR10-0876570
bir	TUR10-0105590
takaza	TUR10-0739180
da	TUR10-0178920
var	TUR10-0540500
mı	TUR10-0558870
diye	TUR10-0211480
iyice	TUR10-0045380
tartıyorum	TUR10-0748240
,	TUR10-0820240
yok	TUR10-0732000
gibi	TUR10-0297510
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
O	TUR10-0581470
gece	TUR10-0793130
üst	TUR10-0810130
katla	TUR10-0810130
bizim	TUR10-0110290
odayı	TUR10-0582130
birleştiren	TUR10-0108080
merdivenin	TUR10-0951300
üstüne	TUR10-0811620
koca	TUR10-0465490
kapak	TUR10-0411590
takıldı	TUR10-0739520
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Son	TUR10-0701940
günlerde	TUR10-0314950
bir	TUR10-0338740
de	TUR10-0338740
usta	TUR10-0130760
sözüne	TUR10-0706930
takılır	TUR10-0739550
oldum	TUR10-0405220
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Memur	TUR10-0386890
takımından	TUR10-0633860
olduğumuzdan	TUR10-0405220
böyle	TUR10-0120030
evlerde	TUR10-0053840
oturamazdık	TUR10-0364610
,	TUR10-0820240
daha	TUR10-0371210
doğrusu	TUR10-0272990
alışkın	TUR10-0304950
değildik	TUR10-0187890
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bu	TUR10-0120760
binayı	TUR10-0833210
merkez	TUR10-0536940
taburundan	TUR10-0736740
bir	TUR10-0105590
takım	TUR10-0633860
bekleyecek	TUR10-0089620
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Takındığı	TUR10-0739840
bu	TUR10-0120760
sıfatı	TUR10-0684420
boynundaki	TUR10-0116990
kravattan	TUR10-0117070
fazla	TUR10-0266490
mühimsediği	TUR10-1017840
de	TUR10-0178920
yoktu	TUR10-0732000
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
İncecik	TUR10-0373000
ağlama	TUR10-0013980
sesleri	TUR10-0807820
rüzgâr	TUR10-0651300
vurdukça	TUR10-0148590
tıngırdayan	TUR10-0739950
tabakların	TUR10-0735280
seslerine	TUR10-0807820
karışıyordu	TUR10-0421330
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Hakkımda	TUR10-0000000
takibat	TUR10-0740100
yapılacağından	TUR10-0834430
korkmayarak	TUR10-0475750
size	TUR10-0697860
anlatabilirim	TUR10-0038210
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Hazım	TUR10-0000000
Aslan'ı	TUR10-0000000
,	TUR10-0820240
bir	TUR10-0105580
polis	TUR10-0186700
hafiyesi	TUR10-0186700
gibi	TUR10-0297510
günlerce	TUR10-0314950
takipten	TUR10-0740170
sonra	TUR10-0565820
bulmaya	TUR10-0123550
muvaffak	TUR10-0081150
oldum	TUR10-0081150
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Babam	TUR10-0066140
kaşları	TUR10-0930720
çatılmış	TUR10-0930720
,	TUR10-0820240
başını	TUR10-0904843
sallayarak	TUR10-0904843
izliyor	TUR10-0390310
bizi	TUR10-0110290
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Öğretmenin	TUR10-0551790
anlattıklarını	TUR10-0038210
takip	TUR10-0740270
etmek	TUR10-0740270
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
hoyrat	TUR10-0349030
taban	TUR10-1148800
tabana	TUR10-1148800
zıt	TUR10-1148800
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Hele	TUR10-0338200
bu	TUR10-0120760
Cumhuriyet	TUR10-0143090
sözünü	TUR10-0505340
ne	TUR10-0572500
seviyor	TUR10-0682540
,	TUR10-0820240
nasıl	TUR10-0571080
sihirli	TUR10-0280850
bir	TUR10-0105570
deyim	TUR10-0201030
,	TUR10-0820240
her	TUR10-0339330
şeyi	TUR10-0729470
bir	TUR10-0105570
anda	TUR10-0105830
değiştiriverecek	TUR10-0188740
bir	TUR10-0105570
tılsımmış	TUR10-0773760
gibi	TUR10-0297530
tekrarlıyor	TUR10-0856690
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Merkeplere	TUR10-0805630
atladılar	TUR10-0056200
,	TUR10-0820240
şeftali	TUR10-0726320
bahçelerinden	TUR10-0071010
geçtikten	TUR10-0288450
sonra	TUR10-0565820
tımar	TUR10-0773810
görmemiş	TUR10-0305620
sık	TUR10-0685370
,	TUR10-0820240
gür	TUR10-0316810
bir	TUR10-0105570
ayvalığa	TUR10-0064160
daldılar	TUR10-0181200
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Çırpınmamam	TUR10-0165410
için	TUR10-0359030
tımarcı	TUR10-0773850
kollarımı	TUR10-0467570
,	TUR10-0820240
hasta	TUR10-1232270
bakıcı	TUR10-1232270
kız	TUR10-0458300
başımı	TUR10-0959400
tuttu	TUR10-0789860
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Vaziyet	TUR10-0473650
o	TUR10-0583380
kadar	TUR10-0395910
gergin	TUR10-0293560
bir	TUR10-0105570
hâle	TUR10-0117240
gelmişti	TUR10-0185910
ki	TUR10-0459850
,	TUR10-0820240
böyle	TUR10-0120030
bir	TUR10-0105570
teselliye	TUR10-0058720
düşebilmek	TUR10-0881200
için	TUR10-0359030
tımarhanelik	TUR10-0773890
hasta	TUR10-0907330
olmak	TUR10-0907330
lazımdı	TUR10-0293150
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Sahan	TUR10-0656640
tıngadak	TUR10-0774010
düştü	TUR10-0881090
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Mustafa	TUR10-0000000
sesimdeki	TUR10-0680750
alaycı	TUR10-0024730
tınıdan	TUR10-0774220
kuşkulandı	TUR10-0914020
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Tıpış	TUR10-0774560
tıpış	TUR10-0774560
merdivenden	TUR10-0951300
inerken	TUR10-0375640
Yazması	TUR10-0845120
boyna	TUR10-0116990
dolanır	TUR10-0216160
severken	TUR10-1202090
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Yüreği	TUR10-0131870
tıp	TUR10-0774650
tıp	TUR10-0774650
atıyor	TUR10-0821960
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Merdiven	TUR10-0774670
korkuluğu	TUR10-0774670
demek	TUR10-1000110
olan	TUR10-1000110
tırabzanın	TUR10-0774670
başındaki	TUR10-0080680
direk	TUR10-0208310
başlığa	TUR10-0083040
tırabzan	TUR10-0774670
babası	TUR10-0774680
denir	TUR10-0191170
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Üç	TUR10-0806010
günlük	TUR10-0314940
tıraşıyla	TUR10-0774730
hasta	TUR10-0526210
yatıyordu	TUR10-0841430
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Hem	TUR10-0337480
yalnız	TUR10-0245990
bu	TUR10-0120760
değil	TUR10-0187890
,	TUR10-0820240
hepsi	TUR10-0143690
böyle	TUR10-0120030
,	TUR10-0820240
tırhallı	TUR10-0774970
,	TUR10-0820240
bir	TUR10-0105550
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Hafif	TUR10-0796080
tırıs	TUR10-0775050
üzere	TUR10-0811590
yürüyen	TUR10-0029480
hayvanı	TUR10-0336130
âdeta	TUR10-0338890
dörtnala	TUR10-0222670
koşturmaya	TUR10-0256740
başlıyordu	TUR10-0082730
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Sakatlanıp	TUR10-0657950
tedavi	TUR10-1155900
gören	TUR10-1155900
oyuncu	TUR10-0597340
topallaya	TUR10-0780660
topallaya	TUR10-0780660
yeniden	TUR10-0106250
sahaya	TUR10-0541310
girince	TUR10-0298730
bizimkine	TUR10-0677090
tırıs	TUR10-0775050
tırıs	TUR10-0775050
yine	TUR10-0106250
kalenin	TUR10-0402510
arkasını	TUR10-0045420
boylamak	TUR10-0116480
düşerdi	TUR10-0881210
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Radyatörün	TUR10-0640360
suyunu	TUR10-0000030
tazeledikten	TUR10-0754040
sonra	TUR10-0565820
virajlı	TUR10-0820140
yokuşu	TUR10-0858550
tırmanmaya	TUR10-0775290
başladı	TUR10-0082730
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Arabalarımız	TUR10-0520720
yavaş	TUR10-0015200
yavaş	TUR10-0015200
yükselen	TUR10-0730880
bir	TUR10-0105570
yokuşu	TUR10-0858550
tırmanıyordu	TUR10-0775290
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Boğazın	TUR10-0111370
karşı	TUR10-0422850
yakasına	TUR10-0827520
tırmanan	TUR10-0775310
yolda	TUR10-0858630
atı	TUR10-0228820
üstünde	TUR10-0811620
,	TUR10-0820240
tarlasından	TUR10-0747580
Urla'ya	TUR10-1167850
dönen	TUR10-0058070
bir	TUR10-0105570
rençperle	TUR10-0238450
karşılaştılar	TUR10-0643060
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Yüzünde	TUR10-0745910
tırmıklar	TUR10-0775340
vardı	TUR10-0540500
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Kurban	TUR10-0492100
edilecek	TUR10-1089060
hayvanların	TUR10-0336100
iki	TUR10-0364800
tırnaklı	TUR10-0775630
olması	TUR10-0821430
lazımdır	TUR10-0293150
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bu	TUR10-0120760
pulların	TUR10-0637840
tırtıllarından	TUR10-0776000
biri	TUR10-0106990
kopmuş	TUR10-0474840
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Ne	TUR10-0572460
ziraat	TUR10-0876600
ne	TUR10-0572460
ticaret	TUR10-0776330
için	TUR10-0359030
kâfi	TUR10-0583390
nüfus	TUR10-0633100
kaldı	TUR10-0405100
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Mektup	TUR10-0814090
uzun	TUR10-0805370
değildi	TUR10-0187890
,	TUR10-0820240
biraz	TUR10-0105940
da	TUR10-0178920
ticari	TUR10-0776500
bir	TUR10-0105570
lisanla	TUR10-0512360
yazılmıştı	TUR10-0845210
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Abdi	TUR10-0000000
Bey	TUR10-0097260
,	TUR10-0820240
sol	TUR10-0700630
gözünde	TUR10-0308060
beliren	TUR10-0091580
bir	TUR10-0105570
tikle	TUR10-0776670
,	TUR10-0820240
yay	TUR10-0237390
gibi	TUR10-0237390
gergin	TUR10-0293560
ve	TUR10-0816400
mosmor	TUR10-0550930
dudakları	TUR10-0224410
titreyerek	TUR10-0778250
onları	TUR10-0588290
seyretti	TUR10-0683170
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Ocağın	TUR10-0581840
üzerindeki	TUR10-0811620
saatin	TUR10-0651590
kırık	TUR10-0450740
bir	TUR10-0105570
kalp	TUR10-0405460
gibi	TUR10-0297510
vuran	TUR10-0821960
kuvvetsiz	TUR10-0258260
ve	TUR10-0816400
mahzun	TUR10-0519600
tik	TUR10-0776860
taklarını	TUR10-0776860
duydu	TUR10-0227370
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Ne	TUR10-0572460
tilkidir	TUR10-0776880
o	TUR10-0581470
,	TUR10-0820240
bilmezsiniz	TUR10-0104510
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Tilmizliğe	TUR10-0000000
namzet	TUR10-0570320
olarak	TUR10-0405220
gösterecekleri	TUR10-0307160
gençleri	TUR10-0291000
yakından	TUR10-0826570
görüp	TUR10-0672700
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Batılılaşmanın	TUR10-0283900
yanlış	TUR10-0832230
anlaşılmasını	TUR10-0037910
sergileyen	TUR10-1160490
tip	TUR10-0777220
:	TUR10-0365770
Bihruz	TUR10-0000000
Bey	TUR10-0097260
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Pek	TUR10-0621150
tipik	TUR10-0777250
ve	TUR10-0816400
âdeta	TUR10-0338890
alametifarikalı	TUR10-0024070
bir	TUR10-0105570
kadını	TUR10-0086000
bulmak	TUR10-0123550
zor	TUR10-0877200
değildir	TUR10-0187890
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Yengecin	TUR10-0678460
Kıskacı'nı	TUR10-0454310
yazarken	TUR10-0556610
tipleme	TUR10-0777300
,	TUR10-0820240
olaylama	TUR10-0585290
,	TUR10-0820240
kurgulama	TUR10-0550220
sürecini	TUR10-0716680
görselliğin	TUR10-0305870
en	TUR10-0246710
uç	TUR10-0795430
noktalarına	TUR10-0830500
götürmeye	TUR10-0307430
çalıştım	TUR10-0147850
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Hayatın	TUR10-0209050
insafsızlığı	TUR10-0917570
ile	TUR10-0367360
başlayan	TUR10-0082740
bir	TUR10-0105570
yakınma	TUR10-0727670
tiradı	TUR10-0777510
,	TUR10-0820240
sizin	TUR10-0697860
beceriksizliğinize	TUR10-0002170
dayanır	TUR10-0185890
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Tirendaz	TUR10-0777610
bir	TUR10-0105550
ev	TUR10-0259920
hanımı	TUR10-0259920
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Rıhtım	TUR10-0647450
kenarlarında	TUR10-0825780
en	TUR10-0246710
taze	TUR10-0753960
yosunların	TUR10-0860440
tirşe	TUR10-0777920
çizgisi	TUR10-0171090
var	TUR10-0540500
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Mor	TUR10-0550270
denizde	TUR10-0193590
gittikçe	TUR10-0195840
tirşeleşen	TUR10-0777970
bir	TUR10-0105550
renk	TUR10-0115770
beliriyordu	TUR10-0091580
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Onun	TUR10-0581460
için	TUR10-0359040
.	TUR10-1081860
bu	TUR10-0120760
nargile	TUR10-0570800
tiryakiliğini	TUR10-0778030
dert	TUR10-0197450
saymaz	TUR10-1242720
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Mırıltı	TUR10-0543250
o	TUR10-0583380
kadar	TUR10-0583380
hassaslaştı	TUR10-0227200
,	TUR10-0820240
titrekleşti	TUR10-0778210
ki	TUR10-0459850
dayanamadı	TUR10-0156370
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Gözleri	TUR10-0308060
fırlamış	TUR10-0271470
,	TUR10-0820240
dudakları	TUR10-0224410
morarmıştı	TUR10-0550350
,	TUR10-0820240
elleri	TUR10-0240810
titriyor	TUR10-0778260
,	TUR10-0820240
sedası	TUR10-0807820
titriyordu	TUR10-0778270
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Her	TUR10-0339330
tiyatronun	TUR10-0778510
holünde	TUR10-0325660
ille	TUR10-0369840
smokinli	TUR10-1137930
bir	TUR10-0105570
müdüre	TUR10-0559930
rastlayacaksınız	TUR10-0643060
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bütün	TUR10-0128460
bu	TUR10-0120760
vasıflarıyla	TUR10-0578260
tiyatroyu	TUR10-0778530
çocuk	TUR10-0171690
oyunlarına	TUR10-0172050
kıyas	TUR10-0423230
etmek	TUR10-0423230
çocukça	TUR10-0171840
bir	TUR10-1222130
şey	TUR10-1222130
görünür	TUR10-0306170
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Tohumu	TUR10-0778680
kurudu	TUR10-0495050
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Patates	TUR10-0618290
tohumluğu	TUR10-0778820
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Yalnız	TUR10-0661420
rüyalarında	TUR10-0230140
bir	TUR10-0107690
lahza	TUR10-0107690
ayrılıp	TUR10-0063580
tokalaşıyorlardı	TUR10-0778990
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
İzzetinefsime	TUR10-0390840
yediğim	TUR10-0847710
bu	TUR10-0120760
şamardan	TUR10-0779020
sersemledim	TUR10-0119840
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Hallaç	TUR10-0323790
geniş	TUR10-0291910
,	TUR10-0820240
kocaman	TUR10-0136960
tırnaklı	TUR10-0775630
elleriyle	TUR10-0240810
hâlâ	TUR10-0178850
tokmak	TUR10-0779230
sallıyordu	TUR10-0660740
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Alın	TUR10-0029260
tokmağı	TUR10-0779230
vurun	TUR10-0821830
davula	TUR10-0185170
,	TUR10-0820240
sabahın	TUR10-0651820
ilk	TUR10-0369130
saatlerinde	TUR10-0651560
sesi	TUR10-0807820
başka	TUR10-0082160
çıkar	TUR10-0163030
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Birdenbire	TUR10-0040320
doktora	TUR10-0736370
dönerek	TUR10-0221710
tok	TUR10-0779360
tok	TUR10-0779360
konuşmaya	TUR10-0473820
başladı	TUR10-0082730
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bu	TUR10-0120760
demir	TUR10-0191500
yolu	TUR10-1213620
,	TUR10-0820240
bu	TUR10-0978960
yana	TUR10-0978960
gidersen	TUR10-0299070
derenin	TUR10-0195680
boyuna	TUR10-0939030
alır	TUR10-1242310
,	TUR10-0820240
iner	TUR10-0375640
Kara	TUR10-0000000
Hasan	TUR10-0000000
toluna	TUR10-0779500
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Tombak	TUR10-0779700
leğen	TUR10-0509090
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
O	TUR10-0581470
,	TUR10-0820240
o	TUR10-0581460
zaman	TUR10-0869550
vara	TUR10-1172660
yoğa	TUR10-1172660
gülen	TUR10-0237130
tombalak	TUR10-0779760
bir	TUR10-0105570
çocuktu	TUR10-0171690
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Altı	TUR10-0030450
tombul	TUR10-0779830
,	TUR10-0820240
boynu	TUR10-0117000
ince	TUR10-0372880
boş	TUR10-1151360
likör	TUR10-0511440
şişesi	TUR10-0732450
,	TUR10-0820240
koltuğun	TUR10-0469490
dibinde	TUR10-0207770
duruyordu	TUR10-0225680
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Mermer	TUR10-0328040
tomruğu	TUR10-0779910
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
İkisi	TUR10-0364800
arasında	TUR10-0041290
başlayan	TUR10-0956810
bu	TUR10-0120750
ilgi	TUR10-0308150
,	TUR10-0820240
tomurcuklanma	TUR10-0780010
eğilimi	TUR10-0236240
gösterince	TUR10-0307160
babanın	TUR10-0066140
ve	TUR10-0816400
çevresinin	TUR10-0161500
de	TUR10-0178920
destekledikleri	TUR10-0198530
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Sesinin	TUR10-0680750
tonunda	TUR10-0780090
siteminin	TUR10-0696730
şiddetini	TUR10-0730800
azaltan	TUR10-0064500
yumuşama	TUR10-0863110
vardı	TUR10-0540500
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Siyah	TUR10-1257090
ve	TUR10-0816400
beyazın	TUR10-0097430
tonlarını	TUR10-0780110
son	TUR10-0105790
derece	TUR10-0105790
hünerle	TUR10-0517960
kaynaştırır	TUR10-0434720
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Üç	TUR10-0806020
bin	TUR10-0104830
tonilatoluk	TUR10-0780230
bir	TUR10-0105570
gemi	TUR10-0290760
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Havası	TUR10-0253010
boşalmış	TUR10-0114880
bir	TUR10-0105570
futbol	TUR10-0280660
topu	TUR10-0538990
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bir	TUR10-0105550
top	TUR10-0780370
basma	TUR10-0079880
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bunlardan	TUR10-0120760
sonra	TUR10-0702460
top	TUR10-0782740
sakallı	TUR10-0782740
,	TUR10-0820240
çocuk	TUR10-0171690
yüzlü	TUR10-0868120
Şaban'ın	TUR10-0000000
dizi	TUR10-0212170
en	TUR10-0246710
çok	TUR10-1256850
sevdiği	TUR10-0682540
yerdi	TUR10-0427120
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Çünkü	TUR10-0176930
planlarını	TUR10-0031800
gördüğün	TUR10-0672700
bu	TUR10-0120760
topaç	TUR10-0780430
,	TUR10-0820240
boşlukta	TUR10-0813340
hareket	TUR10-0328270
edeceği	TUR10-0448700
için	TUR10-0359040
arzu	TUR10-1115440
ettiğim	TUR10-1115440
hıza	TUR10-0716450
ulaşır	TUR10-0798140
ve	TUR10-0816400
karşı	TUR10-0472950
hareketi	TUR10-0261240
gerçekleştirebilir	TUR10-0292870
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Öyle	TUR10-0607180
topallar	TUR10-0780660
gibi	TUR10-0297510
değil	TUR10-0187890
ama	TUR10-0031730
bir	TUR10-0105550
garip	TUR10-1200040
yürüyordu	TUR10-0029480
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Her	TUR10-0339330
tarafı	TUR10-0745930
top	TUR10-0780720
arabası	TUR10-0780720
ile	TUR10-0367360
geziyorduk	TUR10-0296410
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bildiği	TUR10-0104510
bütün	TUR10-0585370
Fransızcayı	TUR10-0279650
toparlayarak	TUR10-0780840
vitrindeki	TUR10-0678500
kravatın	TUR10-0117070
değerini	TUR10-0276130
sordu	TUR10-0703400
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Piyade	TUR10-0630000
ile	TUR10-0367360
topçu	TUR10-0780420
kıtaları	TUR10-0455470
arasında	TUR10-0455470
ilerliyoruz	TUR10-0367710
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Kırlardan	TUR10-0449820
çiçek	TUR10-0166270
topladık	TUR10-0107240
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bu	TUR10-0120760
odayı	TUR10-0582130
biraz	TUR10-0105940
toplamak	TUR10-0781220
gerek	TUR10-1252050
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
İki	TUR10-0364800
ile	TUR10-0367360
ikiyi	TUR10-0364800
topladım	TUR10-0781290
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Toplu	TUR10-0782260
tabanca	TUR10-0782260
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Topluca	TUR10-0781640
bir	TUR10-0105570
genç	TUR10-0291000
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Çok	TUR10-1256850
sayıda	TUR10-0008310
amatör	TUR10-0032130
topluluk	TUR10-0781720
sahneledi	TUR10-0860370
Nalınlar'ı	TUR10-0000000
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Toplumcu	TUR10-0781860
bir	TUR10-0105570
görüş	TUR10-0038290
,	TUR10-0820240
insanı	TUR10-0375930
bütün	TUR10-0585370
yanlarıyla	TUR10-0830520
ele	TUR10-0893820
almak	TUR10-0893820
zorundadır	TUR10-0877200
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Toprağa	TUR10-0415100
ayak	TUR10-0059030
basmak	TUR10-0080000
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Duvarlar	TUR10-0226580
,	TUR10-0820240
bütün	TUR10-0585370
ışıkları	TUR10-0725580
yutuyor	TUR10-0863890
,	TUR10-0820240
halkın	TUR10-0323170
üstüne	TUR10-0811620
bir	TUR10-0105570
toprak	TUR10-0415100
rengi	TUR10-0782650
dökülüyor	TUR10-0220370
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Topuklarına	TUR10-0782830
kadar	TUR10-0187930
uzun	TUR10-0805360
saçları	TUR10-0653180
vardı	TUR10-0540500
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Topuksuz	TUR10-0782930
ayakkabı	TUR10-0610030
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Kapıya	TUR10-0412920
doğru	TUR10-0213640
yürüdü	TUR10-0299070
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Cüzdanı	TUR10-0143980
bir	TUR10-0105570
meşin	TUR10-0538970
torbaya	TUR10-0634210
sarmış	TUR10-0667160
,	TUR10-0820240
torbayı	TUR10-0634210
gömleğimin	TUR10-0303370
içine	TUR10-0901940
bağlamıştım	TUR10-0901940
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Tornalı	TUR10-0783450
masa	TUR10-0232720
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Çocuklar	TUR10-0280820
köşede	TUR10-0120810
bir	TUR10-0105570
üstünde	TUR10-0811620
tortop	TUR10-0783700
olmuşlardı	TUR10-0783700
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Baş	TUR10-0080820
ağrısı	TUR10-0080820
ile	TUR10-0367360
kalkmanız	TUR10-0404710
da	TUR10-0178920
olası	TUR10-0562130
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Mehtap	TUR10-0532730
,	TUR10-0820240
küçük	TUR10-0143230
içinde	TUR10-0359150
başladı	TUR10-0082730
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Koç	TUR10-0039950
çocuğu	TUR10-0171690
tosladı	TUR10-0783970
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Ali	TUR10-0000000
Efendi	TUR10-0235150
yelek	TUR10-0846800
cebinden	TUR10-0136200
tostoparlak	TUR10-0784060
bir	TUR10-0105570
kâğıt	TUR10-0398500
parçası	TUR10-0511600
çıkardı	TUR10-0307160
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Bak	TUR10-0072920
gene	TUR10-0391400
bir	TUR10-0737180
tutam	TUR10-0737180
saçak	TUR10-0653220
tütün	TUR10-0794620
kalmadı	TUR10-0405230
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Toz	TUR10-0784440
duman	TUR10-0784440
içinde	TUR10-0359150
gidiyoruz	TUR10-0298980
.	TUR10-1081860
</S>	</S>+ESTAG
<S>	<S>+BSTAG
Üçümüz	TUR10-0806010
de	TUR10-0178920
güle	TUR10-1040070
